created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2024-01-08T04:33:41+00:00,55,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:34:21+00:00,56,5.57,0.46,2.58,,,,,,,,
2024-01-08T04:35:02+00:00,57,5.43,0.45,2.46,,,,,,,,
2024-01-08T04:35:42+00:00,58,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:36:23+00:00,59,5.39,0.45,2.42,,,,,,,,
2024-01-08T04:37:03+00:00,60,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:37:44+00:00,61,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:38:24+00:00,62,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:39:04+00:00,63,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:39:45+00:00,64,5.57,0.46,2.58,,,,,,,,
2024-01-08T04:40:25+00:00,65,5.39,0.45,2.42,,,,,,,,
2024-01-08T04:41:06+00:00,66,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:41:46+00:00,67,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:42:27+00:00,68,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:43:07+00:00,69,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:43:47+00:00,70,5.39,0.45,2.42,,,,,,,,
2024-01-08T04:44:28+00:00,71,5.43,0.45,2.46,,,,,,,,
2024-01-08T04:45:08+00:00,72,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:45:49+00:00,73,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:46:29+00:00,74,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:47:10+00:00,75,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:47:50+00:00,76,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:48:30+00:00,77,5.57,0.46,2.58,,,,,,,,
2024-01-08T04:49:11+00:00,78,5.57,0.46,2.58,,,,,,,,
2024-01-08T04:49:51+00:00,79,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:50:32+00:00,80,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:51:12+00:00,81,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:51:53+00:00,82,5.43,0.45,2.46,,,,,,,,
2024-01-08T04:52:33+00:00,83,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:53:13+00:00,84,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:53:54+00:00,85,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:54:34+00:00,86,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:55:15+00:00,87,5.43,0.45,2.46,,,,,,,,
2024-01-08T04:55:55+00:00,88,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:56:36+00:00,89,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:57:16+00:00,90,5.43,0.45,2.46,,,,,,,,
2024-01-08T04:57:56+00:00,91,5.52,0.46,2.54,,,,,,,,
2024-01-08T04:58:37+00:00,92,5.39,0.45,2.42,,,,,,,,
2024-01-08T04:59:17+00:00,93,5.48,0.46,2.50,,,,,,,,
2024-01-08T04:59:58+00:00,94,5.48,0.46,2.50,,,,,,,,
2024-01-08T05:00:38+00:00,95,5.48,0.46,2.50,,,,,,,,
2024-01-08T05:01:19+00:00,96,5.48,0.46,2.50,,,,,,,,
2024-01-08T05:01:59+00:00,97,5.43,0.45,2.46,,,,,,,,
2024-01-08T05:02:39+00:00,98,5.43,0.45,2.46,,,,,,,,
2024-01-08T05:03:20+00:00,99,5.39,0.45,2.42,,,,,,,,
2024-01-08T05:04:00+00:00,100,5.30,0.44,2.34,,,,,,,,
2024-01-08T05:04:41+00:00,101,5.22,0.43,2.27,,,,,,,,
2024-01-08T05:05:21+00:00,102,4.39,0.37,1.61,,,,,,,,
2024-01-08T05:06:02+00:00,103,5.26,0.44,2.31,,,,,,,,
2024-01-08T05:06:42+00:00,104,5.39,0.45,2.42,,,,,,,,
2024-01-08T05:07:22+00:00,105,5.48,0.46,2.50,,,,,,,,
2024-01-08T05:08:03+00:00,106,5.48,0.46,2.50,,,,,,,,
2024-01-08T05:08:43+00:00,107,5.52,0.46,2.54,,,,,,,,
2024-01-08T05:09:24+00:00,108,5.43,0.45,2.46,,,,,,,,
2024-01-08T05:10:04+00:00,109,5.52,0.46,2.54,,,,,,,,
2024-01-08T05:10:45+00:00,110,5.52,0.46,2.54,,,,,,,,
2024-01-08T06:32:39+00:00,111,5.78,0.48,2.79,,,,,,,,
2024-01-08T06:33:19+00:00,112,5.74,0.48,2.74,,,,,,,,
2024-01-08T06:33:59+00:00,113,5.78,0.48,2.79,,,,,,,,
2024-01-08T06:34:40+00:00,114,5.91,0.49,2.91,,,,,,,,
2024-01-08T06:35:20+00:00,115,5.70,0.47,2.70,,,,,,,,
2024-01-08T06:36:01+00:00,116,5.78,0.48,2.79,,,,,,,,
2024-01-08T06:36:41+00:00,117,5.78,0.48,2.79,,,,,,,,
2024-01-08T06:37:22+00:00,118,5.78,0.48,2.79,,,,,,,,
2024-01-08T06:38:56+00:00,119,5.65,0.47,2.66,,,,,,,,
2024-01-08T06:39:36+00:00,120,5.65,0.47,2.66,,,,,,,,
2024-01-08T06:40:16+00:00,121,4.35,0.36,1.58,,,,,,,,
2024-01-08T06:40:57+00:00,122,5.65,0.47,2.66,,,,,,,,
2024-01-08T06:51:15+00:00,123,5.78,0.48,2.79,,,,,,,,
2024-01-08T06:52:36+00:00,124,5.78,0.48,2.79,,,,,,,,
2024-01-08T07:19:21+00:00,125,5.83,0.49,2.83,,,,,,,,
2024-01-08T07:20:39+00:00,126,5.83,0.49,2.83,,,,,,,,
2024-01-08T07:22:25+00:00,127,5.78,0.48,2.79,,,,,,,,
2024-01-08T07:23:07+00:00,128,5.70,0.47,2.70,,,,,,,,
2024-01-08T07:24:27+00:00,129,5.83,0.49,2.83,,,,,,,,
2024-01-08T07:26:29+00:00,130,5.78,0.48,2.79,,,,,,,,
2024-02-02T05:35:15+00:00,131,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:35:55+00:00,132,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:36:36+00:00,133,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:37:16+00:00,134,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:37:57+00:00,135,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:38:37+00:00,136,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:39:17+00:00,137,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:40:56+00:00,138,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:41:37+00:00,139,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:42:17+00:00,140,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:42:57+00:00,141,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:44:40+00:00,142,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:45:21+00:00,143,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:46:49+00:00,144,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:47:29+00:00,145,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:48:10+00:00,146,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:48:49+00:00,147,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:49:28+00:00,148,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:50:09+00:00,149,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:50:49+00:00,150,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:51:30+00:00,151,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:52:10+00:00,152,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:52:50+00:00,153,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:54:36+00:00,154,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:55:16+00:00,155,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:55:57+00:00,156,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:56:37+00:00,157,7.30,0.61,4.45,,,,,,,,
2024-02-02T05:57:18+00:00,158,7.30,0.61,4.45,,,,,,,,
2024-02-02T05:58:53+00:00,159,0.00,0.00,0.00,,,,,,,,
2024-02-02T05:59:34+00:00,160,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:00:14+00:00,161,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:00:55+00:00,162,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:01:35+00:00,163,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:02:16+00:00,164,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:02:56+00:00,165,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:03:36+00:00,166,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:04:17+00:00,167,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:04:57+00:00,168,0.00,0.00,0.00,,,,,,,,
2024-02-02T06:06:11+00:00,169,6.09,0.51,3.09,,,,,,,,
2024-02-02T06:06:51+00:00,170,7.00,0.58,4.08,,,,,,,,
2024-02-02T06:07:32+00:00,171,9.96,0.83,8.26,,,,,,,,
2024-02-02T06:08:12+00:00,172,14.39,1.20,17.26,,,,,,,,
2024-02-02T06:08:53+00:00,173,11.96,1.00,11.91,,,,,,,,
2024-02-02T06:09:33+00:00,174,4.26,0.36,1.51,,,,,,,,
2024-02-02T06:10:13+00:00,175,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:10:54+00:00,176,4.09,0.34,1.39,,,,,,,,
2024-02-02T06:11:34+00:00,177,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:12:15+00:00,178,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:12:55+00:00,179,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:13:36+00:00,180,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:14:16+00:00,181,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:14:56+00:00,182,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:15:37+00:00,183,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:16:17+00:00,184,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:16:58+00:00,185,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:17:38+00:00,186,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:18:19+00:00,187,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:18:59+00:00,188,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:19:39+00:00,189,4.26,0.36,1.51,,,,,,,,
2024-02-02T06:20:20+00:00,190,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:21:00+00:00,191,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:21:41+00:00,192,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:22:21+00:00,193,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:23:02+00:00,194,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:23:42+00:00,195,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:24:22+00:00,196,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:25:03+00:00,197,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:25:43+00:00,198,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:26:24+00:00,199,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:27:04+00:00,200,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:27:45+00:00,201,4.26,0.36,1.51,,,,,,,,
2024-02-02T06:28:25+00:00,202,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:29:06+00:00,203,4.26,0.36,1.51,,,,,,,,
2024-02-02T06:29:46+00:00,204,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:30:26+00:00,205,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:31:07+00:00,206,13.52,1.13,15.24,,,,,,,,
2024-02-02T06:31:47+00:00,207,4.22,0.35,1.48,,,,,,,,
2024-02-02T06:32:28+00:00,208,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:33:08+00:00,209,4.17,0.35,1.45,,,,,,,,
2024-02-02T06:33:48+00:00,210,4.13,0.34,1.42,,,,,,,,
2024-02-02T06:34:29+00:00,211,4.13,0.34,1.42,,,,,,,,
2024-05-03T20:27:24+00:00,212,3.91,0.33,1.28,,,,,,,,
2024-05-08T04:15:56+00:00,213,20.52,1.71,35.10,,,,,,,,
2024-05-08T04:17:33+00:00,214,14.78,1.23,18.21,,,,,,,,
2024-05-08T04:23:14+00:00,215,19.00,1.58,30.08,,,,,,,,
2024-05-08T04:24:51+00:00,216,18.91,1.58,29.81,,,,,,,,
2024-05-08T07:33:53+00:00,217,2.48,0.21,0.51,,,,,,,,
2024-05-08T07:35:55+00:00,218,3.39,0.28,0.96,,,,,,,,
2024-05-08T07:37:32+00:00,219,3.09,0.26,0.79,,,,,,,,
2024-05-08T07:40:29+00:00,220,4.35,0.36,1.58,,,,,,,,
2024-05-08T07:42:47+00:00,221,3.70,0.31,1.14,,,,,,,,
2024-05-08T07:44:24+00:00,222,4.61,0.38,1.77,,,,,,,,
2024-05-08T07:47:51+00:00,223,2.65,0.22,0.59,,,,,,,,
2024-05-08T07:54:37+00:00,224,11.52,0.96,5011.06,11.06,4.88,11.06,15.94,,,,
2024-05-08T09:02:12+00:00,225,9.70,0.81,507.83,7.83,3.12,7.83,10.96,,,,
2024-05-08T09:03:49+00:00,226,9.87,0.82,508.12,8.12,0.00,8.12,8.12,,,,
2024-05-08T09:05:26+00:00,227,10.00,0.83,508.33,8.33,0.00,8.33,8.33,,,,
2024-05-08T09:39:42+00:00,228,6.91,0.58,503.98,3.98,0.00,3.98,3.98,,,,
2024-05-13T13:08:58+00:00,229,67,0,,,,,,,,,
2024-05-26T04:32:50+00:00,230,6.09,0.51,3.09,,,,,,,,
2024-05-26T04:34:27+00:00,231,7.83,0.65,5.10,,,,,,,,
2024-05-26T04:36:04+00:00,232,7.04,0.59,4.13,,,,,,,,
2024-05-26T05:24:13+00:00,233,7.57,0.63,4.77,,,,,,,,
2024-05-26T05:27:17+00:00,234,11.96,1.00,11.91,,,,,,,,
2024-05-26T05:29:01+00:00,235,12.22,1.02,12.44,,,,,,,,
2024-05-26T05:30:43+00:00,236,12.13,1.01,12.26,,,,,,,,
2024-05-26T05:35:22+00:00,237,13.43,1.12,15.04,,,,,,,,
2024-05-26T05:49:55+00:00,238,10.78,0.90,9.69,,,,,,,,
2024-05-26T05:53:21+00:00,239,12.61,1.05,13.25,,,,,,,,
2024-05-26T05:54:58+00:00,240,10.70,0.89,9.53,,,,,,,,
2024-05-26T05:56:35+00:00,241,13.26,1.11,14.65,,,,,,,,
2024-05-26T05:58:12+00:00,242,12.43,1.04,12.89,,,,,,,,
2024-05-26T05:59:49+00:00,243,13.91,1.16,16.13,,,,,,,,
2024-05-26T06:01:26+00:00,244,10.74,0.89,9.61,,,,,,,,
2024-05-26T06:16:18+00:00,245,12.17,1.01,12.35,,,,,,,,
2024-05-26T06:17:55+00:00,246,12.61,1.05,13.25,,,,,,,,
2024-05-26T06:19:32+00:00,247,12.70,1.06,13.43,,,,,,,,
2024-05-26T06:21:09+00:00,248,9.35,0.78,7.28,,,,,,,,
2024-05-26T06:24:23+00:00,249,12.91,1.08,13.90,,,,,,,,
2024-05-26T06:26:00+00:00,250,11.00,0.92,10.08,,,,,,,,
2024-05-26T06:27:37+00:00,251,12.74,1.06,13.52,,,,,,,,
2024-05-26T06:29:14+00:00,252,11.74,0.98,11.48,,,,,,,,
2024-05-26T06:30:51+00:00,253,13.00,1.08,14.08,,,,,,,,
2024-05-26T06:32:28+00:00,254,12.96,1.08,13.99,,,,,,,,
2024-05-26T09:49:48+00:00,255,10.91,0.91,9.92,,,,,,,,
2024-05-26T09:51:25+00:00,256,12.00,1.00,12.00,,,,,,,,
2024-05-26T09:53:02+00:00,257,10.87,0.91,9.85,,,,,,,,
2024-05-26T09:54:39+00:00,258,8.43,0.70,5.93,,,,,,,,
2024-05-26T09:59:35+00:00,259,11.74,0.98,11.48,,,,,,,,
2024-05-26T10:01:12+00:00,260,11.96,1.00,11.91,,,,,,,,
2024-05-26T10:02:49+00:00,261,12.00,1.00,12.00,,,,,,,,
2024-05-26T10:04:26+00:00,262,11.91,0.99,11.83,,,,,,,,
2024-05-26T10:06:03+00:00,263,11.65,0.97,11.31,,,,,,,,
2024-05-26T10:07:40+00:00,264,11.17,0.93,10.40,,,,,,,,
2024-05-26T10:09:18+00:00,265,11.65,0.97,11.31,,,,,,,,
2024-05-26T10:10:55+00:00,266,11.74,0.98,11.48,,,,,,,,
2024-05-26T10:12:32+00:00,267,10.61,0.88,9.38,,,,,,,,
2024-05-26T10:14:09+00:00,268,11.83,0.99,11.65,,,,,,,,
2024-05-26T10:15:46+00:00,269,9.83,0.82,8.05,,,,,,,,
2024-05-26T10:17:23+00:00,270,10.96,0.91,10.00,,,,,,,,
2024-05-26T10:19:00+00:00,271,10.78,0.90,9.69,,,,,,,,
2024-05-26T10:49:43+00:00,272,9.96,0.83,8.26,,,,,,,,
2024-05-26T10:51:20+00:00,273,9.43,0.79,7.42,,,,,,,,
2024-05-26T10:52:57+00:00,274,8.87,0.74,6.56,,,,,,,,
2024-05-26T10:54:34+00:00,275,10.96,0.91,10.00,,,,,,,,
2024-05-26T10:56:11+00:00,276,11.74,0.98,11.48,,,,,,,,
2024-05-26T10:57:48+00:00,277,10.35,0.86,8.92,,,,,,,,
2024-05-26T10:59:25+00:00,278,10.96,0.91,10.00,,,,,,,,
2024-05-26T11:01:02+00:00,279,11.83,0.99,11.65,,,,,,,,
2024-05-26T11:02:48+00:00,280,10.78,0.90,9.69,,,,,,,,
2024-05-26T11:06:04+00:00,281,10.13,0.84,8.55,,,,,,,,
2024-05-26T11:07:41+00:00,282,11.04,0.92,10.16,,,,,,,,
2024-05-26T11:09:18+00:00,283,11.61,0.97,11.23,,,,,,,,
2024-05-26T11:10:55+00:00,284,11.35,0.95,10.73,,,,,,,,
2024-05-29T07:23:56+00:00,285,8.87,0.74,6.56,,,,,,,,
2024-05-29T07:25:33+00:00,286,7.17,0.60,4.29,,,,,,,,
2024-05-29T07:27:10+00:00,287,10.96,0.91,10.00,,,,,,,,
2024-05-29T07:28:47+00:00,288,10.61,0.88,9.38,,,,,,,,
2024-05-29T07:30:24+00:00,289,9.13,0.76,6.95,,,,,,,,
2024-05-29T07:32:01+00:00,290,9.04,0.75,6.82,,,,,,,,
2024-05-29T07:33:38+00:00,291,7.70,0.64,4.94,,,,,,,,
2024-05-29T07:35:15+00:00,292,7.70,0.64,4.94,,,,,,,,
2024-05-29T07:36:52+00:00,293,7.96,0.66,5.28,,,,,,,,
2024-05-29T09:50:33+00:00,294,8.96,0.75,6.68,,,,,,,,
2024-05-29T09:52:09+00:00,295,10.83,0.90,9.77,,,,,,,,
2024-05-29T09:53:46+00:00,296,11.57,0.96,11.15,,,,,,,,
2024-05-29T09:55:23+00:00,297,11.26,0.94,10.57,,,,,,,,
2024-05-29T09:57:00+00:00,298,9.83,0.82,8.05,,,,,,,,
2024-05-29T09:58:37+00:00,299,8.87,0.74,6.56,,,,,,,,
2024-05-29T10:00:14+00:00,300,10.17,0.85,8.63,,,,,,,,
2024-05-29T10:01:51+00:00,301,10.65,0.89,9.46,,,,,,,,
2024-05-29T10:03:28+00:00,302,9.52,0.79,7.56,,,,,,,,
2024-05-29T10:05:05+00:00,303,10.00,0.83,8.33,,,,,,,,
2024-05-29T10:06:42+00:00,304,10.61,0.88,9.38,,,,,,,,
2024-05-29T10:08:19+00:00,305,11.48,0.96,10.98,,,,,,,,
2024-05-29T10:09:56+00:00,306,11.35,0.95,10.73,,,,,,,,
2024-05-29T10:11:33+00:00,307,8.61,0.72,6.18,,,,,,,,
2024-05-29T10:14:54+00:00,308,11.43,0.95,10.90,,,,,,,,
2024-05-29T10:16:31+00:00,309,10.96,0.91,10.00,,,,,,,,
2024-05-29T10:18:08+00:00,310,11.22,0.93,10.49,,,,,,,,
2024-05-29T10:19:45+00:00,311,10.22,0.85,8.70,,,,,,,,
2024-05-29T10:21:22+00:00,312,10.22,0.85,8.70,,,,,,,,
2024-05-29T10:22:59+00:00,313,11.35,0.95,10.73,,,,,,,,
2024-05-30T06:00:06+00:00,314,0.00,0.00,0.00,0.00,0.78,0.00,0.78,,,,
2024-05-30T06:06:28+00:00,315,0.00,0.00,0.00,0.00,0.20,0.00,0.20,,,,
2024-05-30T07:21:09+00:00,316,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
2024-05-30T07:22:46+00:00,317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
2024-05-30T07:24:23+00:00,318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
2024-05-30T07:26:40+00:00,319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
2024-05-30T07:29:07+00:00,320,0.00,0.00,0.00,0.00,0.78,0.00,0.78,,,,
2024-05-30T07:30:41+00:00,321,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
2024-05-30T07:32:18+00:00,322,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
2024-05-30T07:33:55+00:00,323,0.00,0.00,0.00,0.00,0.44,0.00,0.44,,,,
